feature,mean_importance
semester,-0.0011623330506554286
major_Psychology,-0.0005300119090117184
learning_style_Reading,-0.0003569429484656217
netflix_hours,-0.0003172440238880414
parental_support_level,-0.0001042529599666997
time_management_score,-8.21104532519934e-05
extracurricular_participation_Yes,-7.157978167582346e-05
social_media_hours,1.1854278218725866e-05
major_Business,3.217934574555326e-05
major_Computer Science,3.8304004016409544e-05
dropout_risk_Yes,6.186301687827189e-05
social_activity,7.957595819618746e-05
internet_quality,0.00012126520666362328
age,0.00012143052324413706
learning_style_Visual,0.00013458911764812064
major_Engineering,0.0001691407650151966
part_time_job_Yes,0.0001911522588976089
major_Biology,0.00019693164458574054
parental_education_level,0.00021636836210519038
gender_Other,0.0002537172233602281
diet_quality,0.0003301405722947903
mental_health_rating,0.0003579710154653082
attendance_percentage,0.00045987654000354536
learning_style_Kinesthetic,0.00047360177456474696
family_income_range,0.0005203833565654348
gender_Male,0.0005496926946315872
screen_time,0.0006167797822963061
study_environment_Library,0.0023270337834856215
study_environment_Co-Learning Group,0.005420114694529965
exercise_frequency,0.015926742811343143
exam_anxiety_score,0.016396761124258606
study_environment_Quiet Room,0.017816060349988262
sleep_hours,0.019207805499334586
study_environment_Dorm,0.024566274915146492
stress_level,0.030553611065017017
access_to_tutoring_Yes,0.031971280667765
motivation_level,0.06758545237636152
study_hours_per_day,0.12541510526489247
