feature,mean_importance
Dist_Cluster_31,-0.0021453861363810887
Dist_Cluster_16,-0.00209554591098593
Dist_Cluster_30,-0.002068097190089513
Dist_Cluster_12,-0.00181435022026033
Dist_Cluster_26,-0.0017661245701477534
Dist_Cluster_1,-0.001589303976748746
Dist_Cluster_9,-0.0015021439922447088
Dist_Cluster_19,-0.0014287877517518588
learning_style_Reading,-0.00141030066526171
Dist_Cluster_13,-0.0013962316453724143
Dist_Cluster_37,-0.0013668197195818577
Dist_Cluster_32,-0.0012667334085133541
Dist_Cluster_11,-0.0012393295891534484
mental_health_rating,-0.001126544953618458
semester,-0.0010397455029998337
family_income_range,-0.0007872640611347404
Dist_Cluster_34,-0.0006880163881670898
netflix_hours,-0.0006742105944291365
major_Computer Science,-0.0006352355689375644
extracurricular_participation_Yes,-0.0005844110733258078
attendance_percentage,-0.0005117068880015508
major_Biology,-0.00048423405285842326
parental_education_level,-0.0004707676829243779
parental_support_level,-0.00042664859465697537
Dist_Cluster_29,-0.00035909916990486403
Dist_Cluster_33,-0.0003167429146197165
major_Psychology,-0.00029387600668371314
gender_Other,-0.0002634164944520956
Dist_Cluster_6,-0.0002588303153220117
Dist_Cluster_18,-0.00021389966773792678
learning_style_Kinesthetic,-0.00017565676736228664
age,-0.00011866370671591575
part_time_job_Yes,-0.00010373029605275086
social_media_hours,-0.000101963750180456
Dist_Cluster_24,-6.011202274891492e-05
Cluster,-4.6952942668188057e-05
Dist_Cluster_7,-6.594104062584982e-06
diet_quality,0.0001314627117465328
time_management_score,0.0001315488320130065
Dist_Cluster_14,0.0001548460422277076
Dist_Cluster_25,0.0001557824390800988
learning_style_Visual,0.000221946886145985
exam_anxiety_score,0.00022857230039579067
gender_Male,0.00029157010652691717
Dist_Cluster_4,0.00032816701805553626
Dist_Cluster_3,0.00037226016361091574
dropout_risk_Yes,0.0005786954862178284
Dist_Cluster_36,0.0008246732105338772
study_environment_Dorm,0.0008310177995898948
study_environment_Quiet Room,0.000927186654331047
social_activity,0.0013505366427255083
Dist_Cluster_22,0.001480412657296304
Dist_Cluster_0,0.0017095132639654675
internet_quality,0.0017175548537020635
Dist_Cluster_21,0.0017426357492444477
study_environment_Co-Learning Group,0.0019385934950611361
Dist_Cluster_5,0.002004123952282666
screen_time,0.002255845395368472
Dist_Cluster_15,0.003050342179150456
Dist_Cluster_20,0.0032127424838155117
major_Business,0.003581318644692666
Dist_Cluster_17,0.004156179151159067
Dist_Cluster_23,0.0043228555977177455
sleep_hours,0.0045202567307856215
Dist_Cluster_10,0.004605363962239317
Dist_Cluster_35,0.004676868265562661
Dist_Cluster_27,0.005143186833255431
major_Engineering,0.005470686752660514
study_environment_Library,0.0059596917976326045
access_to_tutoring_Yes,0.007138835257212683
Dist_Cluster_8,0.008100286119884692
Dist_Cluster_28,0.011537365455128956
exercise_frequency,0.012639182936963556
Dist_Cluster_2,0.015253356179036181
stress_level,0.016121683203066794
motivation_level,0.034089742131130495
study_hours_per_day,0.10645065552586766
