feature,mean_importance
parental_education_level,-0.0007246858572077297
diet_quality,-0.0005665820396235643
parental_support_level,-0.0005116530528343821
internet_quality,-0.00031820911638631434
learning_style_Reading,-0.00023569797676268323
gender_Male,-0.00018500069450175794
semester,-0.00017729674322666255
major_Engineering,-0.0001550290976005231
age,-3.721181878433288e-05
major_Biology,-3.542982881636903e-05
extracurricular_participation_Yes,-1.5708101829758902e-05
gender_Other,-1.5576024281105384e-05
major_Business,3.5093433098754015e-05
major_Psychology,8.428041830572663e-05
learning_style_Visual,8.585643327616577e-05
learning_style_Kinesthetic,0.00010603664700610249
dropout_risk_Yes,0.00018216510361084292
part_time_job_Yes,0.0002767613820069181
time_management_score,0.0002883255111495453
social_activity,0.0003046109686947185
major_Computer Science,0.0003463483225538466
family_income_range,0.00043828496058273547
attendance_percentage,0.0006715518011788602
mental_health_rating,0.0007348418857698435
study_environment_Co-Learning Group,0.0013725893054527649
netflix_hours,0.001702961159146188
study_environment_Library,0.003173246724943435
social_media_hours,0.0035098009959798394
sleep_hours,0.007140519538912593
study_environment_Quiet Room,0.008892338626275299
exam_anxiety_score,0.012453829028802033
screen_time,0.013597717316488466
exercise_frequency,0.015181684072697177
access_to_tutoring_Yes,0.021618753309540016
stress_level,0.026242938664745273
study_environment_Dorm,0.027797664407243496
motivation_level,0.06284108286324117
study_hours_per_day,0.06610175788293682
