feature,mean_importance
semester,-0.0008851271624734202
gender_Male,-0.0006737333366247711
parental_support_level,-0.00047628853492971414
major_Business,-0.0003511668478662688
gender_Other,-0.00022242207380480662
internet_quality,-0.00021417599050035374
dropout_risk_Yes,-0.0001923628397513033
learning_style_Kinesthetic,-0.00010776788649020652
major_Biology,-7.088461534074942e-05
part_time_job_Yes,-5.227716278850547e-05
learning_style_Visual,6.8091331604014375e-06
parental_education_level,1.627797160685951e-05
learning_style_Reading,6.626345349949325e-05
social_activity,7.912653317088125e-05
time_management_score,0.00011973219321539385
netflix_hours,0.00013111870619866294
major_Engineering,0.0001416803665681643
major_Psychology,0.0002188866595240535
major_Computer Science,0.0002417063964841759
extracurricular_participation_Yes,0.0003540492057086286
diet_quality,0.00037329398462300213
mental_health_rating,0.00039822793632933174
family_income_range,0.00047145901463314656
attendance_percentage,0.0005561620461057126
age,0.0006110510716251794
study_environment_Library,0.0015795133186817356
study_environment_Co-Learning Group,0.0016744813024835547
social_media_hours,0.0016772326199132603
screen_time,0.005120307493433218
study_environment_Quiet Room,0.007539926644481265
exam_anxiety_score,0.010458370301437925
sleep_hours,0.012039357359771418
exercise_frequency,0.019093749443784037
stress_level,0.027603085937613337
access_to_tutoring_Yes,0.028068534179361636
study_environment_Dorm,0.03273649099399696
motivation_level,0.0776386758650092
study_hours_per_day,0.09503416312985691
