feature,shap_importance
motivation_level,0.21583265
study_hours_per_day,0.18125403
access_to_tutoring_Yes,0.106311694
study_environment_Dorm,0.09084509
stress_level,0.09015258
exercise_frequency,0.06761588
sleep_hours,0.062514395
study_environment_Quiet Room,0.042544987
study_environment_Co-Learning Group,0.018280981
study_environment_Library,0.01446078
screen_time,0.0058696144
social_media_hours,0.004836616
mental_health_rating,0.004691587
attendance_percentage,0.004630598
time_management_score,0.0033671767
netflix_hours,0.0025968957
diet_quality,0.0022777624
age,0.0021196585
social_activity,0.0021009687
parental_support_level,0.0019480785
family_income_range,0.0018823566
semester,0.0016365073
parental_education_level,0.0014544342
internet_quality,0.0011776203
dropout_risk_Yes,0.00080649566
major_Biology,0.0007918072
learning_style_Reading,0.00076205266
part_time_job_Yes,0.0006554874
extracurricular_participation_Yes,0.0006419282
major_Engineering,0.00049488584
major_Psychology,0.0004039514
major_Business,0.00039541966
learning_style_Kinesthetic,0.00038560646
gender_Other,0.00038305332
major_Computer Science,0.00037774083
learning_style_Visual,0.00032596526
gender_Male,0.00021834712
exam_anxiety_score,0.0
