feature,mean_importance
diet_quality,-0.0022404268003495043
family_income_range,-0.001959871706962857
exam_anxiety_score,-0.0017439336560891138
Dist_Cluster_0,-0.0015330319255359103
Dist_Cluster_15,-0.0010273469213680554
major_Business,-0.0008407902048077398
social_activity,-0.0007953258846271182
Cluster,-0.000682450960746217
Dist_Cluster_33,-0.0006426291127267447
Dist_Cluster_2,-0.0006212243199718026
learning_style_Visual,-0.0005405310756777971
semester,-0.0005349204606908797
gender_Male,-0.00045978707775342633
time_management_score,-0.00042465753033691376
Dist_Cluster_12,-0.000380383703366749
Dist_Cluster_29,-0.00030313981900942366
parental_education_level,-0.0003021353087123924
Dist_Cluster_20,-0.00029948562318860006
learning_style_Reading,-0.00015737860152316153
Dist_Cluster_18,-0.00013442760939847976
Dist_Cluster_35,-0.00010014524183812323
major_Computer Science,1.9075853219296945e-05
major_Biology,2.812609941438282e-05
mental_health_rating,7.449215352481887e-05
learning_style_Kinesthetic,0.00011387860008542639
part_time_job_Yes,0.00011662335960427317
Dist_Cluster_13,0.00015921349770271488
dropout_risk_Yes,0.0001691246814295777
Dist_Cluster_21,0.00018141241641131956
internet_quality,0.0002074965355282954
Dist_Cluster_5,0.00024034727408004387
parental_support_level,0.0002520757349449454
Dist_Cluster_7,0.0002544448866784288
Dist_Cluster_4,0.0003671764742528616
Dist_Cluster_23,0.000398442169549984
Dist_Cluster_28,0.0004046892112948175
Dist_Cluster_27,0.00041266717113797036
Dist_Cluster_1,0.00042778354238148797
Dist_Cluster_8,0.0004511218467180722
Dist_Cluster_25,0.00045721166658758695
Dist_Cluster_34,0.0004900724371145193
Dist_Cluster_30,0.0005007054374068564
major_Engineering,0.0005910440852355369
Dist_Cluster_9,0.000632632419967516
extracurricular_participation_Yes,0.0006710112435606375
major_Psychology,0.0006768992824597309
gender_Other,0.0007582260208066627
age,0.00081174194563296
Dist_Cluster_16,0.0008426610898065512
Dist_Cluster_17,0.0009623631496245233
Dist_Cluster_14,0.0010255007238736402
Dist_Cluster_32,0.0010308892662364677
study_environment_Library,0.0011529402634482989
Dist_Cluster_24,0.0015544327731140007
Dist_Cluster_37,0.0017001443582739695
study_environment_Dorm,0.0018192097404141848
Dist_Cluster_3,0.0019511130325586378
attendance_percentage,0.0020589400117275282
study_environment_Co-Learning Group,0.0022595192900491503
study_environment_Quiet Room,0.002325775843630584
Dist_Cluster_6,0.0023703088560236285
Dist_Cluster_19,0.0023926048546061285
netflix_hours,0.0024515176954320373
Dist_Cluster_36,0.003023915372026442
Dist_Cluster_31,0.003773967224208441
Dist_Cluster_22,0.004430674482915053
Dist_Cluster_11,0.0047805876863656225
screen_time,0.004795147448332782
stress_level,0.005500839865096663
Dist_Cluster_26,0.005895398647351025
Dist_Cluster_10,0.007983257217605112
social_media_hours,0.00900302727062261
exercise_frequency,0.012064769091525384
sleep_hours,0.01531807303947812
motivation_level,0.017378506604216092
access_to_tutoring_Yes,0.030374253825230534
study_hours_per_day,0.08105021561062782
