feature,mean_importance
major_Computer Science,-1.1102230246251565e-16
major_Engineering,-1.1102230246251565e-16
family_income_range,-1.1102230246251565e-16
extracurricular_participation_Yes,-1.1102230246251565e-16
age,-8.881784197001253e-17
parental_support_level,-8.881784197001253e-17
social_activity,-8.881784197001253e-17
part_time_job_Yes,-8.881784197001253e-17
major_Business,-8.881784197001253e-17
mental_health_rating,-8.881784197001253e-17
parental_education_level,-8.881784197001253e-17
exercise_frequency,-8.881784197001253e-17
diet_quality,-8.881784197001253e-17
sleep_hours,-8.881784197001253e-17
attendance_percentage,-8.881784197001253e-17
social_media_hours,-8.881784197001253e-17
learning_style_Kinesthetic,-8.881784197001253e-17
gender_Other,-8.881784197001253e-17
major_Psychology,-6.661338147750939e-17
study_environment_Quiet Room,-6.661338147750939e-17
study_environment_Library,-6.661338147750939e-17
learning_style_Visual,-6.661338147750939e-17
time_management_score,-6.661338147750939e-17
learning_style_Reading,-6.661338147750939e-17
netflix_hours,-6.661338147750939e-17
semester,-4.4408920985006264e-17
dropout_risk_Yes,-4.4408920985006264e-17
study_environment_Co-Learning Group,-4.4408920985006264e-17
internet_quality,-4.4408920985006264e-17
major_Biology,-2.2204460492503132e-17
gender_Male,-2.2204460492503132e-17
stress_level,0.0006555077314669866
screen_time,0.0015413139338514403
access_to_tutoring_Yes,0.0037157017085848397
motivation_level,0.010310052236101352
study_environment_Dorm,0.03055399772415217
exam_anxiety_score,0.05338072602644446
study_hours_per_day,0.07397912215657995
