feature,mean_importance
social_activity,-0.0004957134894952641
learning_style_Kinesthetic,-0.00033136944448788344
learning_style_Reading,-0.00030938489659722014
parental_support_level,-0.00030437840220483016
major_Business,-0.00022210071850596868
gender_Other,-0.00016224435191722897
extracurricular_participation_Yes,-0.00010801381166720691
age,-0.00010193742836499542
major_Psychology,-9.428792150938392e-05
mental_health_rating,-9.238198472198978e-05
part_time_job_Yes,-5.04055432865913e-05
major_Computer Science,-3.50492039756789e-05
major_Biology,6.188370695641155e-05
learning_style_Visual,9.488283434726519e-05
gender_Male,0.00017155628165650417
internet_quality,0.0001908384200451474
dropout_risk_Yes,0.000217906608837537
major_Engineering,0.00028556810097257745
time_management_score,0.000329073371066424
diet_quality,0.0003818343412835823
attendance_percentage,0.0005557289008944366
family_income_range,0.0006245142761554856
semester,0.0008662138593282353
parental_education_level,0.0009819642823764908
study_environment_Co-Learning Group,0.0028189826576987985
netflix_hours,0.0037056947072076074
study_environment_Library,0.004990260303438632
social_media_hours,0.005474118305803577
sleep_hours,0.011089268623283188
study_environment_Quiet Room,0.01328231922640144
screen_time,0.0160313726375918
exercise_frequency,0.019882550267167298
exam_anxiety_score,0.023672995843595855
access_to_tutoring_Yes,0.0241623428462856
study_environment_Dorm,0.025141018077216047
stress_level,0.029029462168850807
motivation_level,0.054693510571755935
study_hours_per_day,0.07560490283490766
