feature,mean_importance
motivation_level,-0.001228394597583038
semester,-0.0006790584877811812
parental_education_level,-0.0005673082053509581
learning_style_Kinesthetic,-0.0004160276845855737
exam_anxiety_score_diff_study_environment_Dorm,-0.000342127994200192
netflix_hours,-0.00029195626383435867
time_management_score,-0.00028094681845478584
diet_quality,-0.00010733863936944754
learning_style_Reading,-9.644567736948329e-05
attendance_percentage,-8.476666376546759e-05
learning_style_Visual,-4.0364176704410505e-05
social_activity,-2.5192543195773354e-05
exam_anxiety_score,1.8303441426126277e-05
gender_Male,6.949407176142231e-05
part_time_job_Yes,9.914032835802721e-05
gender_Other,0.00011487529124045714
major_Psychology,0.00012866234652688657
internet_quality,0.00014173918765643113
major_Biology,0.00022701846626569378
age,0.000269343254726917
extracurricular_participation_Yes,0.00028069989865961984
screen_time,0.0003027253558867349
family_income_range,0.00031606884296930815
parental_support_level,0.0003199958416060467
major_Computer Science,0.0003240077840805045
major_Business,0.00033600372576965133
dropout_risk_Yes,0.0005319922717586412
mental_health_rating,0.000626749429524387
social_media_hours,0.0008670683855941386
major_Engineering,0.0009065428952299337
study_environment_Dorm,0.001305670533706871
exam_anxiety_score_diff_access_to_tutoring_Yes,0.001417711558975121
screen_time_diff_exam_anxiety_score,0.002524451499335578
study_hours_per_day,0.0034713395512395275
study_environment_Co-Learning Group,0.003809455686139973
study_environment_Dorm_sum_exam_anxiety_score,0.003842845141875317
study_environment_Library,0.00460664814649967
access_to_tutoring_Yes_sum_motivation_level,0.008651089885202867
motivation_level_sum_screen_time,0.00995510019764323
study_hours_per_day_diff_exam_anxiety_score,0.010425112733341523
study_environment_Quiet Room,0.011959000788838403
access_to_tutoring_Yes,0.013487559670451676
sleep_hours,0.014415510174316503
motivation_level_diff_study_environment_Dorm,0.014790282272183198
exercise_frequency,0.017665516270190817
motivation_level_sum_study_hours_per_day,0.021108963416335634
stress_level,0.02284015737973908
study_hours_per_day_diff_study_environment_Dorm,0.03152237010710599
