feature,mean_importance
age,0.0
gender_Male,0.0
gender_Other,0.0
major_Biology,0.0
major_Business,0.0
major_Computer Science,0.0
major_Engineering,0.0
time_management_score,0.0
major_Psychology,0.0
extracurricular_participation_Yes,0.0
dropout_risk_Yes,0.0
study_environment_Co-Learning Group,0.0
study_environment_Library,0.0
study_environment_Quiet Room,0.0
learning_style_Kinesthetic,0.0
part_time_job_Yes,0.0
learning_style_Reading,0.0
learning_style_Visual,0.0
parental_support_level,0.0
family_income_range,0.0
screen_time,0.0
social_activity,0.0
social_media_hours,0.0
semester,0.0
mental_health_rating,0.0
internet_quality,0.0
parental_education_level,0.0
netflix_hours,0.0
diet_quality,0.0
attendance_percentage,0.0
exercise_frequency,0.000302023938995033
sleep_hours,0.000521942905047057
stress_level,0.0031131486371229087
motivation_level,0.0069098667707444324
access_to_tutoring_Yes,0.010300352662067058
study_environment_Dorm,0.04347570742036524
study_hours_per_day,0.09590706605805077
exam_anxiety_score,0.0988441582511633
