feature,mean_importance
screen_time,-0.0010797176434066858
major_Computer Science,-0.0010031654763191344
parental_education_level,-0.0007136387585541248
major_Biology,-0.0006598593529552055
study_environment_Co-Learning Group,-0.00029833438304751605
semester,-0.00024206896221099506
internet_quality,-8.475722430978383e-05
netflix_hours,-7.496471950356743e-05
dropout_risk_Yes,9.289013739859353e-05
Dist_Cluster_0,0.00011810947329895515
Dist_Cluster_32,0.00014401145193418952
Dist_Cluster_4,0.0003898469467057408
learning_style_Visual,0.0005645332668199332
major_Business,0.0007654046507138412
Dist_Cluster_34,0.0008011142816850336
Dist_Cluster_10,0.0008979521064526929
gender_Other,0.0009544909262570566
Cluster,0.0009574113263888462
Dist_Cluster_14,0.001176771078098482
learning_style_Reading,0.0011870470475097371
Dist_Cluster_8,0.0013056507356767443
study_environment_Dorm,0.0013918664962073724
Dist_Cluster_13,0.00203087839575431
Dist_Cluster_3,0.0026507059168731084
Dist_Cluster_25,0.003026317757727681
Dist_Cluster_27,0.004145608652786304
study_environment_Library,0.005251835372404701
Dist_Cluster_28,0.005929436419086475
Dist_Cluster_19,0.006560662360155667
study_environment_Quiet Room,0.0067704261460088235
Dist_Cluster_12,0.007574521024531844
Dist_Cluster_22,0.009217093565776735
Dist_Cluster_2,0.009360935877422682
Dist_Cluster_29,0.009481765162473742
Dist_Cluster_17,0.010599760344997943
Dist_Cluster_18,0.012341252702142213
sleep_hours,0.013540101940872674
exercise_frequency,0.016020550352747142
stress_level,0.0244927805411149
access_to_tutoring_Yes,0.029498025544115493
motivation_level,0.06820433768073705
study_hours_per_day,0.13340678160685457
