feature,mean_importance
dropout_risk_Yes,-0.0003452568528324207
parental_education_level,-0.00033884305978744146
semester,-0.00018729426591785893
gender_Male,-0.00013552040657782705
screen_time,-0.00012741893082499623
social_media_hours,-0.00010591171493261609
internet_quality,-0.00010314229729113666
age,-5.764893784547809e-05
family_income_range,-3.7072544920024875e-05
major_Business,-3.645685138409238e-05
part_time_job_Yes,-3.555308586240535e-05
major_Engineering,-1.6293442116155353e-05
learning_style_Reading,-8.195717870518315e-06
major_Biology,-7.818640165879742e-06
social_activity,-7.255799825900411e-06
diet_quality,0.0
study_environment_Co-Learning Group,0.0
study_environment_Library,0.0
learning_style_Kinesthetic,4.4408920985006264e-17
learning_style_Visual,1.8859144859817433e-05
attendance_percentage,9.129723021370496e-05
parental_support_level,9.303006504088885e-05
major_Computer Science,9.55629394123969e-05
netflix_hours,0.00012271664532119696
gender_Other,0.00019252401951452836
extracurricular_participation_Yes,0.00020220929123402343
mental_health_rating,0.00021725117196920164
major_Psychology,0.00031299645918807516
study_environment_Quiet Room,0.0003277183972333564
time_management_score,0.0005077151431285065
sleep_hours,0.005136500929800336
exercise_frequency,0.0054334319961938824
motivation_level,0.011857687773425796
stress_level,0.01767381138616291
access_to_tutoring_Yes,0.022955770255447972
study_environment_Dorm,0.04909748584703808
exam_anxiety_score,0.08567187839759553
study_hours_per_day,0.11596546127732135
