feature,mean_importance
learning_style_Kinesthetic,-0.0006558115628342298
major_Biology,-0.00044281510908512623
major_Business,-0.00038996373488791035
diet_quality,-0.0003325588705088256
gender_Male,-0.00027466894554133424
learning_style_Visual,-0.0002410041534127938
major_Psychology,-0.0002237232378736742
time_management_score,-0.0002220831377020449
extracurricular_participation_Yes,-0.00020428506087335485
major_Computer Science,-7.837038891134185e-05
parental_education_level,-7.438108860686743e-05
gender_Other,0.00014492677222543993
parental_support_level,0.0001498249394968676
part_time_job_Yes,0.00015829696553679718
netflix_hours,0.00027746483645285647
dropout_risk_Yes,0.0002888907804608376
major_Engineering,0.0003935003344138988
mental_health_rating,0.0004697856979762216
learning_style_Reading,0.0005037138855494616
semester,0.0005511525711576093
internet_quality,0.0007548090284451803
age,0.0008046039044866893
family_income_range,0.0009822666482035114
social_activity,0.001012560956697528
attendance_percentage,0.0010559607065281141
social_media_hours,0.0013131033165799
screen_time,0.002465066835019747
study_environment_Co-Learning Group,0.004259792996107259
study_environment_Library,0.006419893500693252
exam_anxiety_score,0.013058946298489915
sleep_hours,0.015320471843980155
study_environment_Quiet Room,0.01573535868874616
exercise_frequency,0.020006998197234192
study_environment_Dorm,0.025739751293951785
access_to_tutoring_Yes,0.02795238043739976
stress_level,0.03031919890092405
motivation_level,0.07524611772691023
study_hours_per_day,0.10782166747410435
