feature,shap_importance
exam_anxiety_score,0.19144708131894173
study_hours_per_day,0.18245578083139755
study_environment_Dorm,0.11544278967101528
access_to_tutoring_Yes,0.03638659749480359
motivation_level,0.03150416076809869
stress_level,0.008680122575813205
screen_time,0.0071953946352991405
exercise_frequency,0.00023064186047666317
study_environment_Quiet Room,0.00014921192665502943
dropout_risk_Yes,0.00010792011088712814
sleep_hours,9.228284701092996e-05
major_Engineering,0.0
major_Psychology,0.0
part_time_job_Yes,0.0
age,0.0
extracurricular_participation_Yes,0.0
major_Business,0.0
study_environment_Co-Learning Group,0.0
study_environment_Library,0.0
learning_style_Kinesthetic,0.0
learning_style_Reading,0.0
major_Computer Science,0.0
time_management_score,0.0
major_Biology,0.0
gender_Other,0.0
gender_Male,0.0
parental_support_level,0.0
family_income_range,0.0
social_activity,0.0
semester,0.0
mental_health_rating,0.0
internet_quality,0.0
parental_education_level,0.0
diet_quality,0.0
attendance_percentage,0.0
netflix_hours,0.0
social_media_hours,0.0
learning_style_Visual,0.0
