feature,mean_importance
age,0.0
gender_Male,0.0
gender_Other,0.0
major_Biology,0.0
major_Business,0.0
major_Computer Science,0.0
major_Engineering,0.0
time_management_score,0.0
major_Psychology,0.0
extracurricular_participation_Yes,0.0
dropout_risk_Yes,0.0
study_environment_Co-Learning Group,0.0
study_environment_Library,0.0
study_environment_Quiet Room,0.0
learning_style_Kinesthetic,0.0
part_time_job_Yes,0.0
learning_style_Reading,0.0
learning_style_Visual,0.0
parental_support_level,0.0
family_income_range,0.0
social_media_hours,0.0
social_activity,0.0
netflix_hours,0.0
semester,0.0
internet_quality,0.0
parental_education_level,0.0
attendance_percentage,0.0
diet_quality,0.0
mental_health_rating,3.287814334096417e-06
exercise_frequency,6.205695916825516e-05
sleep_hours,0.00012000088471120218
screen_time,0.0005058626509959474
stress_level,0.0037055935780627713
motivation_level,0.005375027143852362
access_to_tutoring_Yes,0.009170978306198951
study_environment_Dorm,0.04673830999023645
exam_anxiety_score,0.06888998055243303
study_hours_per_day,0.09140398799748387
