feature,shap_importance
motivation_level,0.21410882
study_hours_per_day,0.18979454
access_to_tutoring_Yes,0.10617021
study_environment_Dorm,0.093512855
stress_level,0.0925798
sleep_hours,0.06782886
exercise_frequency,0.06089566
study_environment_Quiet Room,0.043662127
study_environment_Co-Learning Group,0.018142253
study_environment_Library,0.013208317
screen_time,0.008244573
social_media_hours,0.0051070726
mental_health_rating,0.0049268096
time_management_score,0.0045236396
attendance_percentage,0.0044344417
parental_support_level,0.004197298
netflix_hours,0.0029080217
social_activity,0.0022182825
age,0.002159347
internet_quality,0.0021473237
parental_education_level,0.00212447
major_Biology,0.0013376212
diet_quality,0.0011737552
family_income_range,0.0011414282
gender_Male,0.0011347062
semester,0.0011163638
major_Computer Science,0.0008502275
major_Business,0.0007658625
dropout_risk_Yes,0.00054932805
part_time_job_Yes,0.00039161404
gender_Other,0.00037747924
learning_style_Visual,0.00032589395
learning_style_Reading,0.00032047246
learning_style_Kinesthetic,0.00030927992
major_Engineering,0.00028050208
extracurricular_participation_Yes,0.0002654261
major_Psychology,0.00019967883
exam_anxiety_score,0.0
