feature,mean_importance
age,0.0
gender_Male,0.0
gender_Other,0.0
major_Biology,0.0
major_Business,0.0
major_Computer Science,0.0
major_Engineering,0.0
time_management_score,0.0
major_Psychology,0.0
extracurricular_participation_Yes,0.0
dropout_risk_Yes,0.0
study_environment_Co-Learning Group,0.0
study_environment_Library,0.0
study_environment_Quiet Room,0.0
learning_style_Kinesthetic,0.0
part_time_job_Yes,0.0
learning_style_Reading,0.0
learning_style_Visual,0.0
parental_support_level,0.0
social_media_hours,0.0
netflix_hours,0.0
attendance_percentage,0.0
diet_quality,0.0
parental_education_level,0.0
internet_quality,0.0
exercise_frequency,0.0
semester,0.0
social_activity,0.0
family_income_range,0.0
mental_health_rating,0.0
sleep_hours,0.0002455730750507756
screen_time,0.002838528698928622
stress_level,0.003718568787612719
motivation_level,0.007057683155274641
access_to_tutoring_Yes,0.01034648834061025
study_environment_Dorm,0.04475059796502483
exam_anxiety_score,0.07416979036885654
study_hours_per_day,0.07903672757146432
